                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.83684,                 0.5072,                0.94209,                0.95737,                0.98632,                0.98181,                 0.7673,                0.88912,                 0.4574,                0.93256,             0.00054919,             0.00054919,             0.00054919
                     12,                0.84092,                0.50892,                 0.9463,                0.97113,                0.98962,                0.98699,                 0.7835,                0.82318,                0.42506,                0.90064,             0.00054531,             0.00054531,             0.00054531
                     13,                0.83894,                0.49925,                0.94508,                 0.9735,                0.97616,                0.98449,                0.77039,                0.86637,                0.44476,                0.91926,             0.00054143,             0.00054143,             0.00054143
                     14,                0.81386,                0.48642,                 0.9342,                 0.9734,                0.98169,                0.98523,                0.78908,                0.81331,                0.42831,                0.90093,             0.00053755,             0.00053755,             0.00053755
                     15,                0.82323,                0.48865,                0.93842,                0.96997,                0.98879,                0.98454,                0.78682,                0.81957,                0.42728,                0.90615,             0.00053367,             0.00053367,             0.00053367
                     16,                0.80554,                0.47358,                0.92648,                0.98354,                0.99029,                0.98631,                0.78455,                0.84073,                0.41432,                0.90692,             0.00052979,             0.00052979,             0.00052979
                     17,                0.80852,                0.46265,                0.93448,                0.95796,                0.98577,                0.98648,                 0.7854,                0.82441,                0.41465,                 0.9066,             0.00052591,             0.00052591,             0.00052591
                     18,                0.79097,                 0.4511,                 0.9347,                0.98131,                0.99181,                0.98705,                0.79719,                0.80638,                0.40199,                0.91037,             0.00052203,             0.00052203,             0.00052203
                     19,                0.79184,                0.45416,                 0.9277,                0.98053,                0.98893,                0.98944,                0.79567,                0.82647,                0.40223,                0.91208,             0.00051815,             0.00051815,             0.00051815
                     20,                0.79428,                0.45672,                0.93142,                0.98435,                0.97957,                0.98919,                0.79231,                0.83266,                0.41626,                0.91329,             0.00051426,             0.00051426,             0.00051426
                     21,                0.81484,                0.45355,                0.94289,                0.96246,                0.96294,                0.98462,                0.77514,                0.85178,                0.43386,                0.90759,             0.00051038,             0.00051038,             0.00051038
                     22,                0.80418,                0.44885,                0.92977,                0.98617,                0.98931,                0.98715,                0.79314,                0.80542,                0.40777,                0.90335,              0.0005065,              0.0005065,              0.0005065
                     23,                0.79175,                0.44283,                0.93152,                0.97757,                0.98874,                0.98749,                0.77608,                0.88849,                0.40703,                0.92066,             0.00050262,             0.00050262,             0.00050262
                     24,                0.79839,                0.44609,                0.93203,                 0.9784,                0.98108,                0.98769,                0.80349,                0.78441,                0.39177,                0.89726,             0.00049874,             0.00049874,             0.00049874
                     25,                0.78025,                0.44629,                0.92408,                0.98163,                0.99168,                0.98782,                0.80299,                0.80544,                0.38781,                0.90666,             0.00049486,             0.00049486,             0.00049486
                     26,                0.79337,                0.44004,                0.93407,                0.97512,                0.99046,                0.98767,                 0.7987,                0.80952,                0.39478,                0.90639,             0.00049098,             0.00049098,             0.00049098
                     27,                0.76171,                0.42322,                0.91981,                0.97917,                0.99301,                0.98754,                0.78975,                0.82028,                0.39729,                0.91279,              0.0004871,              0.0004871,              0.0004871
                     28,                0.76337,                0.42325,                0.91695,                0.98266,                0.97978,                 0.9866,                0.76649,                0.89302,                0.41073,                0.92799,             0.00048322,             0.00048322,             0.00048322
                     29,                0.78029,                0.41889,                0.92312,                0.96911,                0.98835,                0.98668,                0.76531,                0.92967,                0.40863,                0.93315,             0.00047934,             0.00047934,             0.00047934
                     30,                0.76358,                0.41861,                 0.9277,                0.96935,                0.98304,                0.98613,                0.79714,                0.81841,                0.39648,                0.91163,             0.00047546,             0.00047546,             0.00047546
                     31,                 0.7731,                0.42319,                 0.9228,                0.97866,                0.98768,                0.98622,                0.76857,                0.89758,                0.40289,                0.92525,             0.00047158,             0.00047158,             0.00047158
                     32,                0.75868,                0.41169,                0.91069,                 0.9766,                0.98182,                0.98738,                0.80378,                 0.8028,                0.37578,                0.90918,              0.0004677,              0.0004677,              0.0004677
                     33,                0.75408,                0.41299,                0.91666,                0.96429,                0.98257,                0.98448,                0.78965,                0.84209,                0.40544,                0.91757,             0.00046381,             0.00046381,             0.00046381
                     34,                0.76004,                0.41625,                0.91615,                0.96354,                0.98464,                0.98534,                0.79383,                0.80949,                0.40457,                0.91135,             0.00045993,             0.00045993,             0.00045993
                     35,                0.75876,                0.41649,                  0.922,                0.97635,                 0.9848,                0.98681,                0.79098,                 0.8487,                 0.3942,                0.92722,             0.00045605,             0.00045605,             0.00045605
                     36,                0.75286,                0.40869,                0.91509,                0.98413,                0.98649,                0.98747,                0.79294,                0.82957,                0.38236,                0.91213,             0.00045217,             0.00045217,             0.00045217
                     37,                0.76671,                0.40928,                0.92393,                0.98584,                0.97716,                0.98801,                0.80066,                0.79091,                0.38486,                0.90565,             0.00044829,             0.00044829,             0.00044829
                     38,                0.76286,                0.40507,                0.92384,                0.98735,                0.98876,                0.98871,                0.79184,                 0.8273,                0.37532,                0.91345,             0.00044441,             0.00044441,             0.00044441
                     39,                 0.7531,                0.39881,                0.92166,                0.98178,                0.98805,                0.98716,                0.78793,                0.82797,                0.37413,                0.92229,             0.00044053,             0.00044053,             0.00044053
                     40,                0.74007,                0.39364,                0.90913,                0.98062,                0.98815,                0.98738,                0.79323,                0.83746,                0.38917,                0.93113,             0.00043665,             0.00043665,             0.00043665
                     41,                0.75036,                0.39855,                 0.9204,                0.98518,                0.98546,                0.98759,                0.79808,                0.80954,                0.36435,                0.91017,             0.00043277,             0.00043277,             0.00043277
                     42,                0.72977,                0.38592,                0.90879,                0.96548,                0.99301,                0.98884,                0.79639,                0.80688,                0.36656,                0.89842,             0.00042889,             0.00042889,             0.00042889
                     43,                0.73919,                0.39132,                0.91092,                0.97812,                0.98971,                0.98683,                0.79875,                0.79754,                0.36473,                  0.905,             0.00042501,             0.00042501,             0.00042501
                     44,                0.72644,                0.38404,                0.90661,                0.97219,                0.99133,                 0.9889,                0.79072,                0.85778,                0.38357,                0.93743,             0.00042113,             0.00042113,             0.00042113
                     45,                0.74971,                0.39012,                0.91943,                0.98013,                0.98956,                0.98849,                0.79571,                0.81158,                0.37839,                0.91179,             0.00041724,             0.00041724,             0.00041724
                     46,                0.72772,                0.38673,                0.90765,                0.97798,                0.98045,                0.98758,                0.80302,                0.80015,                0.36733,                0.91463,             0.00041336,             0.00041336,             0.00041336
                     47,                0.72309,                0.38178,                0.90602,                0.98306,                0.97762,                0.98992,                0.80041,                0.80834,                0.37334,                0.90324,             0.00040948,             0.00040948,             0.00040948
                     48,                0.71677,                0.37715,                0.90902,                0.97352,                0.99003,                0.98409,                0.78641,                0.82093,                0.37111,                0.91873,              0.0004056,              0.0004056,              0.0004056
                     49,                0.71134,                0.37822,                0.90397,                0.97952,                0.98833,                0.98903,                0.80264,                0.78722,                0.35953,                0.90346,             0.00040172,             0.00040172,             0.00040172
                     50,                0.70587,                0.37563,                0.91153,                0.97721,                0.99112,                0.98808,                0.79598,                0.82275,                0.37005,                0.91939,             0.00039784,             0.00039784,             0.00039784
                     51,                0.70896,                0.37693,                0.90661,                0.98194,                0.98842,                0.98955,                0.79158,                0.81485,                0.35707,                 0.9089,             0.00039396,             0.00039396,             0.00039396
                     52,                 0.7204,                0.37665,                0.90853,                0.97775,                0.98935,                0.99103,                0.77682,                0.88688,                0.38132,                 0.9318,             0.00039008,             0.00039008,             0.00039008
                     53,                0.72094,                0.37382,                0.90611,                0.98562,                0.99023,                 0.9893,                 0.7891,                 0.8468,                0.37624,                0.92287,              0.0003862,              0.0003862,              0.0003862
                     54,                0.71104,                0.37093,                0.89879,                0.97562,                0.98943,                0.98859,                  0.793,                0.84774,                0.37154,                0.91733,             0.00038232,             0.00038232,             0.00038232
                     55,                0.70565,                0.36422,                0.90234,                0.97316,                0.98912,                 0.9893,                 0.7967,                 0.8298,                0.36893,                0.91903,             0.00037844,             0.00037844,             0.00037844
                     56,                0.68827,                0.35449,                 0.8997,                  0.986,                0.99053,                0.98827,                0.79642,                0.81122,                0.35344,                 0.9133,             0.00037456,             0.00037456,             0.00037456
                     57,                0.71189,                0.36431,                0.91271,                0.98207,                0.99245,                0.98951,                 0.8033,                0.80996,                0.35181,                0.90528,             0.00037068,             0.00037068,             0.00037068
                     58,                0.69036,                0.36418,                0.89785,                0.98127,                0.98009,                0.98767,                0.79644,                0.81036,                0.36568,                 0.9169,             0.00036679,             0.00036679,             0.00036679
                     59,                0.68842,                0.35667,                0.90901,                0.98555,                0.97765,                0.98902,                0.79538,                0.81739,                0.35562,                0.91187,             0.00036291,             0.00036291,             0.00036291
                     60,                0.69955,                0.35729,                0.90367,                0.98477,                0.99126,                0.98827,                0.78868,                0.84562,                0.35725,                0.92772,             0.00035903,             0.00035903,             0.00035903
                     61,                0.68847,                 0.3536,                0.90349,                0.98509,                0.97746,                 0.9876,                0.79615,                0.80844,                0.36378,                 0.9125,             0.00035515,             0.00035515,             0.00035515
                     62,                0.68558,                0.35477,                0.90003,                0.97373,                0.98536,                0.98571,                0.78976,                0.82948,                 0.3593,                0.92342,             0.00035127,             0.00035127,             0.00035127
                     63,                0.67138,                0.34869,                0.88745,                0.97819,                 0.9913,                0.98859,                0.79533,                0.82005,                0.35112,                0.91655,             0.00034739,             0.00034739,             0.00034739
                     64,                0.67508,                0.35081,                0.90074,                0.98689,                0.98979,                0.98917,                0.78981,                0.82619,                0.35934,                 0.9158,             0.00034351,             0.00034351,             0.00034351
                     65,                0.68225,                0.34525,                0.90065,                0.98281,                0.98951,                0.98904,                0.80595,                0.79787,                0.35386,                0.90849,             0.00033963,             0.00033963,             0.00033963
                     66,                0.65601,                 0.3402,                0.89148,                0.98652,                 0.9921,                0.98872,                0.78954,                0.83364,                 0.3496,                0.92706,             0.00033575,             0.00033575,             0.00033575
                     67,                 0.6668,                0.34093,                0.88964,                0.98668,                0.98377,                0.99016,                0.80144,                 0.8035,                0.34847,                0.91437,             0.00033187,             0.00033187,             0.00033187
                     68,                0.69108,                 0.3515,                0.89954,                0.97901,                0.98553,                0.98846,                0.79075,                0.82834,                0.36179,                0.91852,             0.00032799,             0.00032799,             0.00032799
                     69,                0.68612,                   0.35,                0.90821,                0.98619,                0.99225,                0.99077,                0.79743,                 0.8289,                0.34897,                0.92593,             0.00032411,             0.00032411,             0.00032411
                     70,                0.68105,                0.34616,                0.89322,                0.98832,                0.99046,                0.98931,                0.78023,                0.86492,                0.35448,                 0.9352,             0.00032022,             0.00032022,             0.00032022
                     71,                 0.6741,                0.33997,                0.89638,                0.98706,                0.99228,                0.98908,                 0.7901,                0.82399,                0.34712,                0.91347,             0.00031634,             0.00031634,             0.00031634
                     72,                0.65916,                0.33635,                0.88949,                0.98607,                 0.9825,                0.99024,                 0.7929,                0.82792,                 0.3588,                0.92627,             0.00031246,             0.00031246,             0.00031246
                     73,                0.68682,                0.34719,                0.90143,                0.98601,                0.99201,                0.98915,                 0.8039,                 0.8252,                0.34856,                0.92229,             0.00030858,             0.00030858,             0.00030858
                     74,                0.67531,                0.34143,                0.88997,                0.97748,                0.99235,                0.98846,                0.80688,                0.80913,                0.35077,                0.91401,              0.0003047,              0.0003047,              0.0003047
                     75,                0.65541,                0.33544,                0.88486,                0.97971,                0.99021,                0.98929,                0.78999,                0.83181,                0.34908,                0.91723,             0.00030082,             0.00030082,             0.00030082
                     76,                0.64694,                0.32802,                0.88569,                 0.9846,                0.99139,                0.98909,                0.80235,                0.81436,                 0.3427,                0.91368,             0.00029694,             0.00029694,             0.00029694
                     77,                0.65353,                0.32962,                0.88974,                0.98524,                0.99301,                0.99061,                0.79323,                0.83257,                0.34893,                 0.9209,             0.00029306,             0.00029306,             0.00029306
                     78,                0.63875,                0.32541,                0.88342,                0.98457,                0.99227,                0.99153,                0.79421,                0.83449,                0.34273,                0.92717,             0.00028918,             0.00028918,             0.00028918
                     79,                0.64743,                0.32932,                0.88837,                 0.9871,                0.98917,                0.98965,                0.79079,                0.82587,                0.33843,                0.91817,              0.0002853,              0.0002853,              0.0002853
                     80,                0.64651,                0.33113,                0.88887,                0.98179,                0.98459,                0.98834,                0.80139,                0.81528,                0.34492,                0.91173,             0.00028142,             0.00028142,             0.00028142
                     81,                0.64816,                 0.3293,                0.88792,                0.98461,                0.97936,                0.98743,                 0.7912,                0.81773,                0.35735,                0.91455,             0.00027754,             0.00027754,             0.00027754
                     82,                0.65171,                 0.3342,                 0.8885,                0.98171,                0.99071,                 0.9886,                0.78994,                0.83076,                0.34525,                0.92236,             0.00027366,             0.00027366,             0.00027366
                     83,                0.64792,                0.33205,                0.88758,                0.98479,                0.99183,                 0.9907,                0.79272,                0.82522,                0.33587,                0.91605,             0.00026977,             0.00026977,             0.00026977
                     84,                0.63795,                0.33198,                0.88317,                0.98655,                0.99114,                0.98789,                0.79293,                0.82184,                0.34702,                0.91445,             0.00026589,             0.00026589,             0.00026589
                     85,                0.62989,                0.32441,                 0.8816,                0.98566,                0.99086,                0.98835,                0.79407,                0.83962,                 0.3414,                0.92025,             0.00026201,             0.00026201,             0.00026201
                     86,                0.61727,                0.31897,                0.87654,                0.98874,                0.99189,                0.98955,                0.79988,                0.82046,                0.34247,                0.91181,             0.00025813,             0.00025813,             0.00025813
                     87,                0.62532,                0.31928,                 0.8751,                0.98105,                0.99017,                0.98815,                0.79635,                0.82865,                0.34145,                0.92076,             0.00025425,             0.00025425,             0.00025425
                     88,                0.62532,                0.32058,                0.88322,                0.98586,                0.99176,                 0.9886,                0.79871,                0.82514,                0.33611,                0.92014,             0.00025037,             0.00025037,             0.00025037
                     89,                0.62098,                0.31936,                 0.8781,                0.97993,                0.99016,                 0.9902,                0.79561,                0.82368,                0.34032,                0.92252,             0.00024649,             0.00024649,             0.00024649
                     90,                0.61587,                0.31313,                0.87224,                0.98265,                0.99099,                0.98839,                0.79161,                 0.8543,                0.34394,                0.93427,             0.00024261,             0.00024261,             0.00024261
                     91,                0.62922,                0.31934,                0.88576,                0.99004,                0.99301,                0.98893,                0.79662,                0.82493,                0.33378,                0.91743,             0.00023873,             0.00023873,             0.00023873
                     92,                0.62441,                0.31752,                0.87947,                0.98512,                0.99174,                0.98899,                0.79534,                0.83428,                0.33994,                0.91886,             0.00023485,             0.00023485,             0.00023485
                     93,                0.61146,                0.30898,                0.87543,                0.98464,                0.99301,                0.98754,                0.79296,                0.84152,                0.33744,                0.92059,             0.00023097,             0.00023097,             0.00023097
                     94,                0.61772,                0.31368,                  0.878,                0.98582,                0.99283,                  0.989,                0.80081,                0.82515,                0.33637,                0.91972,             0.00022709,             0.00022709,             0.00022709
                     95,                0.60946,                0.30845,                0.87112,                0.97811,                0.98167,                0.98699,                0.79022,                0.83812,                0.34602,                0.92405,              0.0002232,              0.0002232,              0.0002232
                     96,                0.61814,                0.31525,                0.87889,                0.98575,                0.99079,                0.98923,                0.79928,                0.81928,                0.32781,                0.91408,             0.00021932,             0.00021932,             0.00021932
                     97,                0.62553,                0.31146,                0.88244,                0.98803,                  0.989,                0.99018,                0.79126,                 0.8515,                0.33657,                0.92863,             0.00021544,             0.00021544,             0.00021544
                     98,                0.61228,                0.30738,                0.88185,                0.98994,                0.99005,                0.98967,                 0.7908,                0.83214,                0.33181,                0.91976,             0.00021156,             0.00021156,             0.00021156
                     99,                0.59959,                0.30066,                0.86846,                0.98893,                0.99189,                0.98884,                0.78972,                0.84036,                0.33004,                0.92527,             0.00020768,             0.00020768,             0.00020768
                    100,                0.59535,                0.30271,                0.86855,                0.98576,                0.98966,                0.99031,                0.79446,                0.83219,                0.32979,                0.92213,              0.0002038,              0.0002038,              0.0002038
                    101,                0.60492,                0.30613,                0.87953,                0.98502,                0.99301,                0.98839,                0.80013,                0.82215,                0.32736,                0.92061,             0.00019992,             0.00019992,             0.00019992
                    102,                 0.5962,                0.30519,                0.87323,                0.98619,                0.98964,                0.98814,                0.79072,                0.84194,                0.34108,                0.92999,             0.00019604,             0.00019604,             0.00019604
                    103,                0.58883,                0.30196,                0.86923,                 0.9883,                0.98897,                0.98949,                0.80212,                0.81523,                0.32892,                0.92133,             0.00019216,             0.00019216,             0.00019216
                    104,                 0.5919,                  0.301,                0.87458,                0.98414,                0.98759,                  0.989,                0.79662,                0.81053,                0.33481,                 0.9129,             0.00018828,             0.00018828,             0.00018828
                    105,                 0.5945,                0.30463,                0.86625,                0.98254,                 0.9865,                 0.9896,                0.79193,                0.83376,                0.33679,                 0.9275,              0.0001844,              0.0001844,              0.0001844
                    106,                0.58231,                0.29706,                0.86584,                 0.9867,                0.98648,                0.98955,                0.79312,                 0.8342,                0.33404,                0.92668,             0.00018052,             0.00018052,             0.00018052
                    107,                0.59547,                0.30226,                0.86905,                0.98557,                0.98557,                0.98986,                0.79894,                0.82145,                0.33059,                0.91936,             0.00017664,             0.00017664,             0.00017664
                    108,                0.58234,                0.29612,                0.86759,                0.98068,                0.98766,                0.99071,                0.78895,                0.85025,                0.33851,                0.93295,             0.00017275,             0.00017275,             0.00017275
                    109,                0.58732,                0.29755,                0.86989,                0.97802,                 0.9824,                0.98914,                 0.7933,                0.84521,                0.34422,                0.93116,             0.00016887,             0.00016887,             0.00016887
                    110,                0.57166,                0.29264,                0.85569,                0.98087,                0.98963,                0.99026,                0.79717,                0.83089,                0.33606,                0.92153,             0.00016499,             0.00016499,             0.00016499
                    111,                0.57715,                0.29332,                0.86638,                0.98725,                0.98962,                0.99019,                0.79484,                0.83177,                0.33233,                0.92291,             0.00016111,             0.00016111,             0.00016111
                    112,                0.57171,                0.29032,                0.86452,                0.97792,                0.99012,                0.98917,                0.79399,                0.83137,                0.33226,                0.92264,             0.00015723,             0.00015723,             0.00015723
                    113,                0.56375,                0.28826,                0.85998,                0.98917,                0.99017,                0.98988,                0.79698,                  0.811,                0.32507,                0.91652,             0.00015335,             0.00015335,             0.00015335
                    114,                0.57447,                0.29102,                0.86809,                0.98761,                0.97962,                0.98953,                0.79328,                0.82551,                0.33793,                0.92307,             0.00014947,             0.00014947,             0.00014947
                    115,                0.56428,                0.28849,                0.86427,                0.98225,                0.99212,                 0.9892,                0.79857,                0.82744,                 0.3311,                0.92521,             0.00014559,             0.00014559,             0.00014559
                    116,                0.56086,                0.28738,                0.86239,                0.98299,                0.98153,                0.98847,                0.79551,                0.81751,                0.32789,                 0.9207,             0.00014171,             0.00014171,             0.00014171
                    117,                0.56211,                0.29004,                0.85821,                0.98743,                0.98985,                0.98948,                0.79456,                0.84383,                0.33207,                0.93218,             0.00013783,             0.00013783,             0.00013783
                    118,                0.56434,                0.29039,                0.85705,                0.98708,                0.98925,                0.99048,                0.79359,                0.82669,                0.32743,                 0.9236,             0.00013395,             0.00013395,             0.00013395
                    119,                0.56845,                 0.2886,                0.86668,                0.98791,                0.98904,                0.98973,                0.78952,                0.83522,                 0.3295,                0.92312,             0.00013007,             0.00013007,             0.00013007
                    120,                0.55642,                0.28623,                0.86057,                0.98482,                0.98722,                0.98989,                0.79106,                0.83465,                0.33203,                0.92332,             0.00012618,             0.00012618,             0.00012618
                    121,                0.56401,                0.28469,                0.86093,                0.97683,                0.98822,                0.98912,                0.79531,                0.82013,                0.33447,                0.91534,              0.0001223,              0.0001223,              0.0001223
                    122,                0.56207,                0.28489,                0.86636,                0.98849,                0.99301,                0.99005,                0.79881,                0.82149,                0.32684,                 0.9169,             0.00011842,             0.00011842,             0.00011842
                    123,                0.56264,                0.28521,                0.86365,                 0.9913,                0.98854,                0.98964,                0.79923,                0.82492,                0.32586,                0.92258,             0.00011454,             0.00011454,             0.00011454
                    124,                0.55056,                0.28141,                0.85731,                0.98508,                0.98029,                0.98906,                0.79593,                0.83051,                0.32866,                0.92724,             0.00011066,             0.00011066,             0.00011066
                    125,                0.56192,                0.28592,                0.85649,                0.98194,                0.99011,                0.98893,                0.79575,                0.82723,                0.32521,                0.92766,             0.00010678,             0.00010678,             0.00010678
                    126,                0.55899,                0.28444,                0.85897,                0.98414,                0.99301,                0.98987,                0.79328,                0.83097,                0.32549,                0.93014,              0.0001029,              0.0001029,              0.0001029
                    127,                0.55297,                0.28072,                0.85786,                0.98714,                0.99301,                0.99018,                0.80185,                 0.8153,                0.32039,                0.92005,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    128,                0.54449,                0.27738,                0.85917,                0.98367,                0.99301,                0.99005,                0.79718,                0.83021,                0.32524,                0.92514,             9.5138e-05,             9.5138e-05,             9.5138e-05
                    129,                0.55006,                0.27914,                0.86173,                0.98375,                0.99301,                0.98967,                0.79167,                0.83494,                0.32566,                0.92977,             9.1258e-05,             9.1258e-05,             9.1258e-05
                    130,                0.53732,                0.27524,                0.85125,                0.98599,                0.99301,                0.99039,                0.79367,                0.81928,                0.32048,                0.92269,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    131,                0.53803,                0.27751,                0.85797,                0.98688,                0.98137,                0.99047,                0.79641,                0.81705,                0.32399,                0.92085,             8.3496e-05,             8.3496e-05,             8.3496e-05
                    132,                0.53426,                0.27534,                0.85602,                0.98553,                0.99223,                0.99006,                0.79857,                0.81848,                0.31944,                0.92131,             7.9615e-05,             7.9615e-05,             7.9615e-05
                    133,                0.53243,                0.27606,                0.84908,                0.98619,                0.99068,                0.98957,                0.79264,                0.83003,                0.32148,                0.92945,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    134,                0.53766,                0.27608,                0.85321,                0.98249,                 0.9924,                0.98932,                0.79755,                0.82178,                0.31994,                0.92269,             7.1854e-05,             7.1854e-05,             7.1854e-05
                    135,                0.52651,                0.27228,                0.84877,                0.98522,                0.99163,                0.99026,                0.79928,                 0.8212,                0.31958,                0.92252,             6.7973e-05,             6.7973e-05,             6.7973e-05
                    136,                0.52667,                0.26958,                0.85269,                0.98569,                0.99195,                 0.9893,                0.79452,                0.82809,                0.32359,                0.92519,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    137,                0.52178,                0.26956,                0.84935,                0.98574,                0.98898,                0.98895,                0.79436,                0.83003,                0.32558,                 0.9275,             6.0211e-05,             6.0211e-05,             6.0211e-05
                    138,                0.52742,                0.27041,                0.85421,                0.98616,                0.99301,                0.98862,                0.79436,                0.83159,                0.32218,                0.92645,              5.633e-05,              5.633e-05,              5.633e-05
                    139,                0.52311,                0.26983,                0.85064,                0.98624,                0.99301,                0.98813,                0.79491,                0.82647,                0.32206,                0.92712,              5.245e-05,              5.245e-05,              5.245e-05
                    140,                0.52039,                0.26866,                0.84469,                0.98527,                0.99301,                0.98909,                0.79625,                0.82688,                0.32276,                0.92869,             4.8569e-05,             4.8569e-05,             4.8569e-05
                    141,                0.52967,                0.27122,                0.85343,                0.98319,                0.99301,                0.98859,                0.79549,                 0.8265,                0.32393,                0.92395,             4.4688e-05,             4.4688e-05,             4.4688e-05
                    142,                 0.5211,                0.26662,                0.84902,                0.98141,                0.99301,                0.98801,                0.79889,                0.81877,                0.32476,                0.92331,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    143,                 0.5156,                0.26816,                0.84806,                0.98296,                0.99301,                0.98788,                0.79865,                0.81646,                 0.3209,                0.92342,             3.6926e-05,             3.6926e-05,             3.6926e-05
                    144,                0.51197,                0.26603,                0.84809,                0.98434,                0.99301,                0.98817,                0.79758,                0.81958,                0.32161,                0.92403,             3.3046e-05,             3.3046e-05,             3.3046e-05
                    145,                0.52394,                 0.2693,                0.85511,                0.98409,                0.99301,                0.98802,                0.79596,                0.81863,                0.32053,                0.92441,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    146,                0.50962,                0.26508,                0.84413,                0.98304,                0.99091,                0.98779,                0.79682,                0.82184,                0.32304,                0.92649,             2.5284e-05,             2.5284e-05,             2.5284e-05
                    147,                0.51496,                0.26864,                0.84344,                0.98331,                0.99179,                0.98794,                0.79633,                0.82393,                 0.3226,                0.92505,             2.1403e-05,             2.1403e-05,             2.1403e-05
                    148,                0.51662,                0.26817,                0.84511,                0.98502,                0.99125,                0.98819,                0.79848,                 0.8194,                0.32145,                 0.9234,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    149,                0.51375,                0.26609,                0.84882,                0.98487,                0.99087,                0.98824,                0.79567,                0.82072,                0.32073,                0.92279,             1.3642e-05,             1.3642e-05,             1.3642e-05
                    150,                0.51117,                 0.2671,                0.84564,                 0.9849,                0.99008,                0.98842,                0.79747,                0.81961,                0.32134,                0.92311,             9.7608e-06,             9.7608e-06,             9.7608e-06
