                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.83159,                0.53857,                 0.9585,                0.98305,                0.98786,                 0.9882,                0.78871,                0.80458,                0.40998,                0.93077,             0.00016887,             0.00016887,             0.00016887
                     38,                0.82356,                0.53247,                0.95644,                0.98682,                0.99164,                0.98681,                0.79578,                0.77561,                0.39349,                0.92956,             0.00015723,             0.00015723,             0.00015723
                     39,                0.81603,                0.53485,                0.97383,                0.98192,                0.99177,                0.98816,                0.79854,                0.78325,                0.39273,                0.92877,             0.00014559,             0.00014559,             0.00014559
                     40,                0.80917,                0.51901,                0.95299,                0.98045,                  0.991,                0.98994,                0.79765,                 0.7926,                 0.3888,                0.93198,             0.00013395,             0.00013395,             0.00013395
                     41,                0.80351,                0.51957,                0.98496,                0.98388,                 0.9888,                0.98912,                0.79091,                0.80154,                0.38559,                0.93967,              0.0001223,              0.0001223,              0.0001223
                     42,                0.77508,                0.50053,                0.97311,                 0.9846,                0.99301,                0.98876,                0.79706,                0.78263,                0.38217,                 0.9296,             0.00011066,             0.00011066,             0.00011066
                     43,                0.77456,                0.49025,                0.97284,                0.98449,                0.99301,                0.98919,                0.80092,                0.77839,                0.37566,                0.92915,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     44,                0.76087,                0.48294,                0.96194,                0.98238,                 0.9924,                0.98851,                0.79817,                0.77388,                0.37723,                0.92792,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     45,                 0.7685,                0.48702,                0.98302,                0.98051,                0.99252,                0.98834,                0.79856,                0.76345,                0.37535,                0.92934,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     46,                0.77387,                0.47826,                0.96985,                0.98174,                0.99301,                0.98871,                 0.8027,                0.78089,                0.37477,                0.92758,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     47,                0.75669,                0.48563,                0.96823,                 0.9807,                0.99243,                0.98972,                0.79449,                0.79694,                0.37545,                0.93305,              5.245e-05,              5.245e-05,              5.245e-05
                     48,                 0.7482,                0.47358,                0.95978,                 0.9808,                0.98987,                0.98904,                0.80814,                0.76368,                0.36965,                0.92766,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     49,                0.73902,                0.46483,                0.96276,                0.98376,                0.99051,                0.98816,                0.80049,                 0.7697,                 0.3712,                0.92893,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     50,                 0.7337,                0.46608,                0.96355,                0.98464,                0.99158,                0.98813,                 0.7999,                0.76803,                 0.3683,                0.92833,             1.7522e-05,             1.7522e-05,             1.7522e-05
