                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 0.8401,                0.54613,                0.93364,                0.98329,                0.99121,                0.98851,                0.79263,                0.77856,                0.40347,                0.89147,             0.00014559,             0.00014559,             0.00014559
                     40,                0.84419,                0.53827,                 0.9321,                0.98644,                 0.9863,                0.98969,                0.79695,                 0.7591,                0.39358,                0.88777,             0.00013395,             0.00013395,             0.00013395
                     41,                0.82606,                0.52308,                 0.9455,                0.98534,                0.98405,                0.98992,                0.79482,                0.77162,                 0.4022,                0.89746,              0.0001223,              0.0001223,              0.0001223
                     42,                0.81027,                0.50317,                0.94009,                 0.9834,                0.99034,                0.98938,                0.80262,                0.75978,                 0.3951,                 0.8889,             0.00011066,             0.00011066,             0.00011066
                     43,                 0.8122,                0.49936,                0.93926,                0.97683,                0.99107,                0.98937,                0.79971,                0.76179,                0.39267,                0.88936,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     44,                0.80464,                0.49682,                0.93844,                0.97961,                0.98839,                0.98886,                0.79559,                 0.7901,                0.39589,                0.89806,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     45,                  0.814,                0.49026,                0.94261,                0.97573,                0.99229,                0.98884,                0.78702,                0.79467,                0.39724,                0.89698,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     46,                0.80209,                0.48943,                0.93982,                0.97906,                0.99182,                 0.9892,                0.79965,                0.75748,                  0.387,                0.88573,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     47,                0.78446,                0.48544,                0.93526,                0.97937,                 0.9903,                0.98889,                0.79869,                0.75738,                 0.3811,                0.88829,              5.245e-05,              5.245e-05,              5.245e-05
                     48,                0.78116,                0.48743,                0.92842,                0.98126,                0.98892,                0.98897,                0.79561,                0.76609,                0.38297,                0.89345,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     49,                0.77366,                0.47389,                0.92591,                0.97945,                0.98994,                0.99047,                0.80146,                0.76404,                0.37906,                0.89061,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     50,                0.77085,                0.47474,                0.93604,                0.97967,                0.98988,                0.99047,                0.80345,                0.75198,                0.37458,                 0.8896,             1.7522e-05,             1.7522e-05,             1.7522e-05
