                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.91813,                0.63053,                0.95524,                 0.9812,                0.98918,                0.98782,                0.78219,                0.78193,                0.45606,                0.90196,             0.00045993,             0.00045993,             0.00045993
                     24,                0.93911,                0.62772,                0.96759,                0.98256,                0.98692,                0.98791,                0.77911,                 0.8191,                0.44187,                0.90914,             0.00045411,             0.00045411,             0.00045411
                     25,                0.91694,                0.61788,                0.95436,                0.98148,                0.97869,                0.98717,                0.77995,                0.81605,                0.43588,                0.90353,             0.00044829,             0.00044829,             0.00044829
                     26,                0.89853,                0.59223,                0.95302,                0.98083,                0.98851,                0.98972,                0.75755,                0.89646,                0.45354,                0.92562,             0.00044247,             0.00044247,             0.00044247
                     27,                0.89369,                0.60554,                0.95482,                0.98419,                0.99064,                0.98869,                0.76124,                0.88968,                0.45251,                  0.939,             0.00043665,             0.00043665,             0.00043665
                     28,                0.90705,                0.58471,                0.94914,                0.98408,                 0.9898,                  0.987,                 0.7727,                 0.8647,                0.44998,                0.91423,             0.00043083,             0.00043083,             0.00043083
                     29,                0.88403,                0.57798,                0.94019,                0.98108,                0.98207,                0.98934,                0.77274,                0.85619,                0.44283,                0.92048,             0.00042501,             0.00042501,             0.00042501
                     30,                 0.8836,                0.56792,                0.94728,                0.98059,                0.98417,                0.98766,                0.77007,                0.85354,                0.44537,                0.91434,             0.00041919,             0.00041919,             0.00041919
                     31,                0.89948,                0.57793,                 0.9521,                0.98505,                0.99012,                0.98837,                 0.7889,                0.79649,                0.44713,                0.90085,             0.00041336,             0.00041336,             0.00041336
                     32,                0.87487,                0.55963,                0.94801,                0.98563,                0.99096,                0.98967,                0.79281,                0.78712,                0.42644,                0.89967,             0.00040754,             0.00040754,             0.00040754
                     33,                0.88123,                0.56143,                0.94112,                0.98558,                 0.9906,                0.98579,                 0.7879,                0.79149,                0.42342,                0.89779,             0.00040172,             0.00040172,             0.00040172
                     34,                0.87338,                0.54231,                0.94249,                0.98118,                 0.9882,                 0.9885,                0.77599,                0.84311,                0.43118,                0.91076,              0.0003959,              0.0003959,              0.0003959
                     35,                0.88974,                0.55832,                0.94144,                 0.9845,                0.99012,                 0.9906,                0.78851,                0.78398,                 0.4034,                0.90125,             0.00039008,             0.00039008,             0.00039008
                     36,                0.86433,                0.54081,                0.94307,                0.98638,                0.99037,                0.99062,                0.77948,                0.83962,                0.41098,                0.91005,             0.00038426,             0.00038426,             0.00038426
                     37,                0.86911,                 0.5343,                0.93999,                0.98293,                0.98962,                0.98827,                 0.7913,                0.79322,                0.40784,                0.90976,             0.00037844,             0.00037844,             0.00037844
                     38,                0.84482,                0.52739,                0.93605,                0.98429,                0.98808,                0.98887,                0.78748,                0.81744,                0.41307,                0.91498,             0.00037262,             0.00037262,             0.00037262
                     39,                0.84725,                0.54223,                0.94091,                0.98736,                0.99096,                0.98652,                0.78045,                0.79329,                0.40895,                0.90882,             0.00036679,             0.00036679,             0.00036679
                     40,                0.89291,                0.54192,                0.94816,                0.98444,                0.99087,                 0.9904,                0.79119,                0.78253,                0.40672,                0.90188,             0.00036097,             0.00036097,             0.00036097
                     41,                0.86313,                0.52017,                0.93981,                0.98531,                0.98899,                0.98914,                0.79272,                 0.7926,                 0.3936,                0.90837,             0.00035515,             0.00035515,             0.00035515
                     42,                0.84129,                0.50746,                0.94178,                0.98635,                 0.9886,                 0.9893,                0.79698,                0.77737,                0.39698,                0.89991,             0.00034933,             0.00034933,             0.00034933
                     43,                0.83959,                0.51334,                0.93439,                0.98459,                0.98713,                0.98722,                0.78799,                0.79051,                0.39079,                0.91292,             0.00034351,             0.00034351,             0.00034351
                     44,                0.83813,                0.50788,                0.93612,                0.97708,                0.98449,                0.98774,                0.78388,                0.81978,                0.40755,                0.91938,             0.00033769,             0.00033769,             0.00033769
                     45,                0.82441,                0.50373,                0.92903,                0.98386,                0.99301,                0.98647,                0.79183,                 0.7955,                0.40887,                0.91479,             0.00033187,             0.00033187,             0.00033187
                     46,                0.81938,                0.50101,                 0.9263,                0.98764,                0.98977,                0.98844,                0.79805,                0.80397,                0.39517,                0.90763,             0.00032605,             0.00032605,             0.00032605
                     47,                0.82432,                0.50062,                0.93118,                0.98355,                0.98955,                0.98855,                0.80217,                0.76594,                0.39209,                0.90106,             0.00032022,             0.00032022,             0.00032022
                     48,                0.81749,                0.50057,                0.92686,                0.98837,                0.99068,                0.98821,                0.79815,                0.76967,                0.38868,                0.90209,              0.0003144,              0.0003144,              0.0003144
                     49,                0.82039,                0.49456,                0.92552,                0.98412,                0.99111,                0.98595,                0.78109,                0.81691,                 0.4008,                0.91045,             0.00030858,             0.00030858,             0.00030858
                     50,                0.80109,                0.47965,                0.92297,                 0.9856,                0.99084,                0.99033,                0.79584,                 0.8076,                0.38594,                0.91195,             0.00030276,             0.00030276,             0.00030276
                     51,                0.82732,                0.49182,                0.92725,                0.98346,                0.98933,                0.98918,                0.79721,                0.79215,                0.38919,                0.91021,             0.00029694,             0.00029694,             0.00029694
                     52,                0.80964,                0.48776,                0.92019,                0.98641,                0.98424,                0.98716,                0.79591,                0.79786,                0.38305,                0.90809,             0.00029112,             0.00029112,             0.00029112
                     53,                0.80948,                0.48038,                0.92553,                0.98764,                0.99036,                0.98675,                0.78416,                0.82997,                0.38987,                0.91787,              0.0002853,              0.0002853,              0.0002853
                     54,                0.79761,                0.46926,                0.91717,                0.98652,                0.99123,                0.98787,                0.79706,                0.78827,                0.37378,                0.90792,             0.00027948,             0.00027948,             0.00027948
                     55,                0.80255,                0.47547,                0.92431,                0.98592,                0.98388,                0.98687,                0.79471,                0.79569,                0.39096,                0.91146,             0.00027366,             0.00027366,             0.00027366
                     56,                 0.8015,                0.47306,                0.92479,                0.98702,                0.99056,                0.98741,                0.80154,                0.78503,                0.37752,                0.90522,             0.00026783,             0.00026783,             0.00026783
                     57,                0.81214,                0.47752,                0.92281,                0.98357,                 0.9911,                0.98758,                0.80382,                0.77538,                0.37931,                0.90106,             0.00026201,             0.00026201,             0.00026201
                     58,                0.76791,                0.45749,                0.91411,                0.98216,                0.99087,                0.98762,                0.79705,                 0.8093,                0.37561,                0.90971,             0.00025619,             0.00025619,             0.00025619
                     59,                0.78785,                0.45964,                0.92032,                0.98294,                 0.9898,                0.98843,                0.78825,                0.83938,                  0.393,                 0.9349,             0.00025037,             0.00025037,             0.00025037
                     60,                0.78875,                0.46167,                0.91592,                0.98299,                0.99008,                0.98776,                0.79255,                0.81061,                0.37716,                0.91343,             0.00024455,             0.00024455,             0.00024455
                     61,                0.77306,                0.45045,                0.90756,                 0.9845,                0.98675,                0.98816,                 0.7979,                0.78632,                0.37275,                0.90871,             0.00023873,             0.00023873,             0.00023873
                     62,                0.79345,                0.45928,                0.92497,                0.98451,                0.99105,                0.98719,                0.79195,                0.82457,                0.38161,                0.91045,             0.00023291,             0.00023291,             0.00023291
                     63,                  0.787,                0.45614,                0.91935,                0.98682,                0.98994,                0.98825,                0.79318,                0.82148,                0.37749,                0.91531,             0.00022709,             0.00022709,             0.00022709
                     64,                0.78786,                0.46356,                0.91754,                0.98289,                0.99301,                0.98778,                0.78567,                0.83075,                0.38005,                0.91616,             0.00022126,             0.00022126,             0.00022126
                     65,                0.78362,                0.44561,                0.91504,                0.98654,                0.99301,                0.98847,                0.80469,                0.76768,                0.35425,                0.90694,             0.00021544,             0.00021544,             0.00021544
                     66,                0.77633,                0.44237,                0.91977,                  0.985,                0.97998,                0.98693,                0.80202,                0.77607,                0.35986,                0.90171,             0.00020962,             0.00020962,             0.00020962
                     67,                0.76522,                0.44414,                0.91199,                0.98125,                0.99213,                0.98652,                0.79607,                0.80381,                0.36742,                0.92342,              0.0002038,              0.0002038,              0.0002038
                     68,                0.76191,                0.44228,                 0.9097,                0.97934,                0.98626,                0.98887,                0.79848,                0.77897,                0.37181,                0.90997,             0.00019798,             0.00019798,             0.00019798
                     69,                0.76826,                 0.4399,                0.91369,                0.98161,                0.98956,                0.98887,                0.79218,                0.79906,                0.36825,                0.91278,             0.00019216,             0.00019216,             0.00019216
                     70,                0.76456,                0.44444,                0.90912,                0.97591,                0.98839,                0.98763,                 0.7806,                0.84615,                0.37988,                 0.9202,             0.00018634,             0.00018634,             0.00018634
                     71,                0.76744,                0.43776,                0.91235,                 0.9759,                0.98339,                0.98722,                0.79062,                0.80329,                0.37294,                0.92116,             0.00018052,             0.00018052,             0.00018052
                     72,                0.76207,                0.43263,                0.90998,                0.96403,                0.98698,                0.98833,                0.78629,                0.84567,                0.38519,                0.92743,             0.00017469,             0.00017469,             0.00017469
                     73,                0.76128,                 0.4395,                0.91122,                0.97544,                0.99063,                0.98865,                0.79421,                0.79832,                0.36791,                0.91538,             0.00016887,             0.00016887,             0.00016887
                     74,                0.75757,                0.43131,                0.91173,                0.97582,                  0.991,                0.98825,                0.79375,                0.79784,                0.36502,                0.91788,             0.00016305,             0.00016305,             0.00016305
                     75,                0.74231,                0.42594,                0.90793,                  0.984,                0.98151,                0.98964,                0.80097,                0.80846,                0.36967,                0.91429,             0.00015723,             0.00015723,             0.00015723
                     76,                0.75435,                0.42536,                 0.9097,                0.97681,                0.99239,                0.98918,                0.80002,                0.79478,                0.36311,                0.91967,             0.00015141,             0.00015141,             0.00015141
                     77,                0.75661,                0.43018,                0.91251,                0.97642,                 0.9906,                0.98747,                0.80199,                0.78997,                0.36175,                0.91284,             0.00014559,             0.00014559,             0.00014559
                     78,                0.73959,                0.42271,                0.89643,                0.98254,                0.97735,                0.98775,                0.80986,                0.78185,                0.35979,                0.90818,             0.00013977,             0.00013977,             0.00013977
                     79,                0.75551,                0.42416,                0.90676,                0.98142,                0.99199,                0.98921,                0.80406,                0.78605,                0.35454,                0.91016,             0.00013395,             0.00013395,             0.00013395
                     80,                0.73839,                 0.4202,                 0.9014,                0.98087,                 0.9815,                0.98916,                0.80774,                0.77596,                0.35339,                0.90793,             0.00012813,             0.00012813,             0.00012813
                     81,                0.74117,                0.42208,                0.90394,                0.96648,                0.98756,                0.98888,                0.80634,                0.76834,                0.35778,                0.90464,              0.0001223,              0.0001223,              0.0001223
                     82,                  0.738,                0.42471,                0.90644,                0.96876,                 0.9905,                0.98842,                 0.8001,                0.80357,                0.36173,                0.92229,             0.00011648,             0.00011648,             0.00011648
                     83,                0.71895,                0.41466,                0.89626,                0.97546,                0.98508,                0.98842,                0.80607,                0.77392,                0.35071,                0.91014,             0.00011066,             0.00011066,             0.00011066
                     84,                0.73403,                0.41571,                0.89889,                0.97063,                0.99174,                0.98856,                0.80545,                0.77428,                 0.3461,                0.90703,             0.00010484,             0.00010484,             0.00010484
                     85,                0.72926,                  0.411,                0.90869,                0.97109,                0.98935,                0.98802,                0.79992,                0.78664,                 0.3553,                0.91097,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     86,                0.72627,                0.41325,                 0.9018,                0.97711,                0.99102,                0.98722,                0.79867,                0.78894,                0.34963,                0.91449,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     87,                0.72559,                0.41164,                0.90465,                0.98331,                0.98474,                0.98708,                0.79616,                0.78448,                0.35177,                0.91407,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     88,                0.72551,                0.40555,                0.89901,                0.97478,                0.98033,                0.98778,                0.80044,                0.77616,                0.35215,                0.90741,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     89,                0.70537,                0.40727,                0.88946,                0.98272,                0.98034,                0.98899,                0.80372,                0.77467,                0.35175,                0.90739,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     90,                0.71289,                0.40243,                0.89869,                0.97892,                 0.9779,                0.98867,                0.80569,                0.77176,                0.34593,                0.90662,             6.9913e-05,             6.9913e-05,             6.9913e-05
