                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.70485,                0.35435,                 1.0784,                0.97337,                0.98759,                0.98785,                0.78734,                0.84626,                0.36601,                 1.1393,             0.00042501,             0.00042501,             0.00042501
                     23,                0.72085,                0.36443,                  1.096,                0.98205,                0.99013,                0.99079,                0.78715,                0.85313,                0.35444,                 1.1229,             0.00041724,             0.00041724,             0.00041724
                     24,                0.71382,                0.35132,                 1.0845,                0.97864,                0.98807,                0.98831,                 0.8005,                0.80811,                0.35673,                 1.1043,             0.00040948,             0.00040948,             0.00040948
                     25,                0.69644,                0.34853,                 1.0758,                0.98051,                 0.9879,                0.99048,                0.79527,                0.83576,                0.34931,                 1.1212,             0.00040172,             0.00040172,             0.00040172
                     26,                0.70896,                0.34966,                 1.0818,                 0.9641,                 0.9868,                0.99023,                0.79714,                 0.8231,                 0.3546,                 1.1181,             0.00039396,             0.00039396,             0.00039396
                     27,                0.68234,                0.33618,                  1.061,                0.97952,                0.98995,                0.99064,                0.80019,                0.81886,                0.35106,                 1.1115,              0.0003862,              0.0003862,              0.0003862
                     28,                0.67609,                0.33971,                 1.0574,                 0.9835,                 0.9873,                0.99257,                0.79433,                0.84536,                0.34401,                 1.1231,             0.00037844,             0.00037844,             0.00037844
                     29,                0.69892,                0.33917,                 1.0696,                0.97643,                0.97921,                0.98839,                0.78012,                0.88156,                0.36906,                 1.1568,             0.00037068,             0.00037068,             0.00037068
                     30,                0.70514,                0.34189,                 1.0874,                0.98171,                 0.9859,                 0.9925,                0.79566,                0.85759,                0.34729,                 1.1373,             0.00036291,             0.00036291,             0.00036291
                     31,                0.68597,                0.33354,                 1.0611,                0.97192,                0.96863,                0.98718,                0.78589,                0.83524,                0.37174,                 1.1323,             0.00035515,             0.00035515,             0.00035515
                     32,                0.66919,                0.32644,                 1.0507,                0.97881,                0.98291,                 0.9875,                 0.7949,                0.84017,                0.34393,                 1.1249,             0.00034739,             0.00034739,             0.00034739
                     33,                0.67615,                 0.3307,                 1.0612,                0.98089,                0.98909,                0.98828,                0.79318,                0.83032,                0.34143,                 1.1206,             0.00033963,             0.00033963,             0.00033963
                     34,                0.67785,                0.32918,                 1.0574,                0.97781,                0.99013,                 0.9895,                0.80314,                0.81387,                0.33131,                  1.109,             0.00033187,             0.00033187,             0.00033187
                     35,                0.65457,                0.31803,                 1.0489,                0.97809,                0.98466,                0.98912,                0.79015,                0.84279,                0.34604,                 1.1313,             0.00032411,             0.00032411,             0.00032411
                     36,                 0.6557,                0.32066,                 1.0482,                0.96953,                0.98295,                0.99123,                0.80324,                0.81512,                0.34559,                 1.1158,             0.00031634,             0.00031634,             0.00031634
                     37,                0.66792,                0.32637,                 1.0651,                0.98122,                0.98691,                0.98974,                0.80055,                0.82387,                0.33326,                 1.1099,             0.00030858,             0.00030858,             0.00030858
                     38,                 0.6565,                0.31991,                  1.052,                0.97694,                0.98836,                0.98725,                0.79714,                0.82425,                0.33846,                  1.127,             0.00030082,             0.00030082,             0.00030082
                     39,                0.65343,                0.31906,                 1.0574,                0.98149,                0.98824,                0.98874,                 0.7983,                0.82595,                0.33422,                 1.1236,             0.00029306,             0.00029306,             0.00029306
                     40,                0.64091,                0.31298,                 1.0247,                0.97624,                 0.9858,                0.98702,                0.79669,                0.82228,                0.33809,                 1.1198,              0.0002853,              0.0002853,              0.0002853
                     41,                 0.6529,                0.31945,                 1.0443,                0.97935,                0.99013,                0.98609,                0.78729,                0.84645,                0.34729,                 1.1415,             0.00027754,             0.00027754,             0.00027754
                     42,                0.63313,                0.31237,                 1.0346,                0.97746,                0.98438,                0.98569,                 0.7958,                0.81509,                0.33909,                 1.1194,             0.00026977,             0.00026977,             0.00026977
                     43,                0.63108,                 0.3096,                 1.0378,                0.97564,                0.98798,                0.97908,                0.79122,                0.81245,                0.33546,                 1.1177,             0.00026201,             0.00026201,             0.00026201
                     44,                0.62627,                0.30726,                 1.0246,                0.97567,                 0.9862,                0.98709,                 0.7944,                0.83773,                0.33608,                 1.1448,             0.00025425,             0.00025425,             0.00025425
                     45,                0.62916,                0.30952,                 1.0367,                0.97885,                0.98156,                 0.9869,                0.79866,                0.81235,                 0.3286,                 1.1145,             0.00024649,             0.00024649,             0.00024649
                     46,                0.62533,                 0.3016,                 1.0237,                 0.9764,                0.99013,                0.99064,                0.79889,                 0.8131,                0.32687,                 1.1219,             0.00023873,             0.00023873,             0.00023873
                     47,                0.62257,                0.29852,                 1.0217,                0.98054,                 0.9878,                0.99124,                0.79893,                0.81191,                0.32432,                 1.1147,             0.00023097,             0.00023097,             0.00023097
                     48,                0.61844,                0.30102,                 1.0211,                0.98058,                0.99013,                0.98931,                0.79887,                0.82838,                0.32214,                 1.1275,              0.0002232,              0.0002232,              0.0002232
                     49,                0.60556,                0.29565,                 1.0068,                0.97329,                0.98613,                0.98907,                0.80855,                0.80494,                0.32319,                 1.1114,             0.00021544,             0.00021544,             0.00021544
                     50,                0.61737,                0.30155,                 1.0332,                0.97949,                0.97925,                0.99015,                0.79418,                0.84101,                0.32889,                  1.153,             0.00020768,             0.00020768,             0.00020768
                     51,                0.61496,                0.29862,                 1.0264,                0.97718,                0.98011,                0.98374,                 0.7953,                0.81816,                0.33382,                 1.1216,             0.00019992,             0.00019992,             0.00019992
                     52,                0.61259,                0.29785,                 1.0227,                0.96928,                0.98132,                0.98122,                0.79614,                0.82072,                0.33171,                 1.1255,             0.00019216,             0.00019216,             0.00019216
                     53,                0.60512,                0.29235,                 1.0193,                0.98067,                0.97706,                0.98947,                 0.8007,                0.83979,                0.33336,                 1.1479,              0.0001844,              0.0001844,              0.0001844
                     54,                0.59624,                0.29003,                 1.0039,                0.97695,                0.98828,                0.98181,                0.79343,                0.81953,                0.32518,                 1.1305,             0.00017664,             0.00017664,             0.00017664
                     55,                0.60038,                0.28942,                 1.0091,                0.97431,                0.97983,                0.98475,                0.79558,                0.82542,                 0.3327,                  1.128,             0.00016887,             0.00016887,             0.00016887
                     56,                0.58681,                0.28626,                 1.0088,                0.97978,                0.98434,                0.98885,                0.79825,                0.82224,                 0.3239,                 1.1298,             0.00016111,             0.00016111,             0.00016111
                     57,                0.60731,                 0.2934,                 1.0293,                0.97613,                0.98339,                0.98311,                0.79126,                0.81416,                0.32469,                 1.1223,             0.00015335,             0.00015335,             0.00015335
                     58,                0.58827,                0.28501,                0.99998,                0.97613,                0.97712,                0.98858,                0.79108,                0.85532,                0.34239,                 1.1693,             0.00014559,             0.00014559,             0.00014559
                     59,                0.60239,                 0.2903,                 1.0304,                0.97522,                0.98047,                0.98843,                0.80204,                0.82203,                0.33055,                 1.1272,             0.00013783,             0.00013783,             0.00013783
                     60,                 0.5842,                 0.2796,                 1.0029,                0.97778,                0.98475,                0.98924,                0.80335,                0.83121,                0.32577,                 1.1345,             0.00013007,             0.00013007,             0.00013007
                     61,                0.58097,                0.28071,                 1.0108,                0.97529,                0.98799,                0.98804,                0.79789,                0.82018,                0.32063,                 1.1287,              0.0001223,              0.0001223,              0.0001223
                     62,                0.57604,                0.27903,                 0.9993,                0.97955,                0.98726,                0.98598,                0.79473,                0.82973,                0.32075,                 1.1414,             0.00011454,             0.00011454,             0.00011454
                     63,                0.57123,                0.27728,                0.98342,                0.97731,                0.98584,                0.98274,                0.79636,                0.81752,                 0.3286,                 1.1308,             0.00010678,             0.00010678,             0.00010678
                     64,                0.58476,                 0.2818,                 1.0119,                0.97561,                0.98738,                0.98575,                0.79869,                0.82596,                 0.3246,                 1.1383,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     65,                 0.5769,                0.27429,                 1.0124,                0.97387,                0.98799,                0.99002,                0.80152,                0.81897,                0.31949,                 1.1267,             9.1258e-05,             9.1258e-05,             9.1258e-05
                     66,                0.56419,                0.27407,                0.99889,                0.97227,                0.98687,                0.98743,                0.79841,                0.81817,                0.32017,                 1.1303,             8.3496e-05,             8.3496e-05,             8.3496e-05
                     67,                0.55876,                0.26999,                0.98407,                0.97112,                0.98701,                0.98502,                 0.7939,                0.81906,                0.32134,                 1.1299,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     68,                 0.5612,                0.27149,                0.99759,                 0.9714,                0.98777,                0.98481,                0.79946,                0.81341,                0.32056,                 1.1254,             6.7973e-05,             6.7973e-05,             6.7973e-05
                     69,                0.56095,                0.26782,                0.98756,                0.97255,                0.98678,                0.98301,                0.79348,                0.82197,                0.32446,                  1.135,             6.0211e-05,             6.0211e-05,             6.0211e-05
                     70,                0.55668,                0.26948,                0.98912,                0.97362,                0.98623,                0.98192,                0.79558,                0.82074,                0.32242,                 1.1324,              5.245e-05,              5.245e-05,              5.245e-05
                     71,                0.56225,                0.27352,                 1.0012,                0.97659,                0.98812,                0.98739,                0.79475,                0.82873,                0.32091,                 1.1397,             4.4688e-05,             4.4688e-05,             4.4688e-05
                     72,                0.55414,                0.26496,                0.98602,                0.97453,                0.98873,                0.98444,                0.79932,                0.81997,                0.31853,                 1.1298,             3.6926e-05,             3.6926e-05,             3.6926e-05
                     73,                0.55091,                  0.265,                0.98484,                0.97537,                0.98606,                0.98344,                0.80106,                0.81742,                0.31758,                 1.1273,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     74,                0.55062,                0.26558,                 0.9899,                0.97836,                0.98508,                0.98524,                 0.7997,                0.82135,                0.31826,                 1.1338,             2.1403e-05,             2.1403e-05,             2.1403e-05
                     75,                0.54303,                0.26453,                 0.9778,                 0.9775,                0.98639,                0.98409,                0.79813,                0.81725,                0.31766,                 1.1289,             1.3642e-05,             1.3642e-05,             1.3642e-05
