                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.87387,                0.57901,                0.93505,                0.98087,                0.98722,                0.98847,                0.79173,                0.77897,                0.43015,                0.90041,             0.00026201,             0.00026201,             0.00026201
                     30,                0.87076,                0.56951,                0.94176,                0.97957,                0.98716,                 0.9869,                0.78557,                0.81163,                0.42878,                0.90082,             0.00025037,             0.00025037,             0.00025037
                     31,                0.88615,                0.57642,                0.94625,                0.97615,                0.98568,                0.98836,                0.78719,                0.79739,                0.42655,                0.89952,             0.00023873,             0.00023873,             0.00023873
                     32,                0.86551,                0.55913,                0.94451,                0.97255,                0.98564,                0.98876,                0.80009,                0.76733,                0.41663,                0.89671,             0.00022709,             0.00022709,             0.00022709
                     33,                0.86433,                 0.5585,                0.93504,                0.98653,                0.99138,                0.98534,                0.79099,                0.78507,                0.41246,                0.89925,             0.00021544,             0.00021544,             0.00021544
                     34,                0.86331,                0.54428,                  0.938,                0.97352,                0.99104,                0.98653,                0.79028,                0.79768,                0.42412,                0.90079,              0.0002038,              0.0002038,              0.0002038
                     35,                0.86092,                0.55417,                0.93446,                0.98125,                0.98854,                0.98702,                0.79965,                0.76449,                 0.4038,                0.89361,             0.00019216,             0.00019216,             0.00019216
                     36,                0.84956,                0.53936,                0.93747,                0.97834,                0.99301,                0.98919,                0.80124,                0.76655,                0.40755,                0.89626,             0.00018052,             0.00018052,             0.00018052
                     37,                0.85546,                0.54238,                0.93546,                 0.9839,                0.98781,                0.98824,                0.78163,                0.81395,                0.41207,                0.91578,             0.00016887,             0.00016887,             0.00016887
                     38,                0.84569,                0.53308,                0.93466,                0.97873,                0.98827,                0.98952,                0.79469,                0.78566,                0.39679,                 0.8969,             0.00015723,             0.00015723,             0.00015723
                     39,                0.82259,                0.53827,                0.93227,                  0.978,                0.98986,                0.98921,                0.79875,                0.76897,                0.40212,                0.89158,             0.00014559,             0.00014559,             0.00014559
                     40,                0.83406,                0.52836,                0.93181,                0.98439,                0.99006,                0.98865,                0.79777,                0.76189,                0.39656,                0.88883,             0.00013395,             0.00013395,             0.00013395
                     41,                0.81681,                0.51764,                0.94519,                0.98564,                0.98929,                0.98878,                0.79659,                 0.7755,                0.39579,                0.89916,              0.0001223,              0.0001223,              0.0001223
                     42,                0.79918,                0.49627,                0.94064,                0.98417,                0.98653,                0.98793,                0.79242,                 0.7592,                0.38807,                0.89051,             0.00011066,             0.00011066,             0.00011066
                     43,                0.79671,                0.49234,                 0.9387,                0.97396,                0.98754,                0.98703,                0.79675,                0.76395,                0.39149,                0.89181,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     44,                0.79468,                0.48806,                0.93927,                 0.9799,                0.98426,                0.98793,                0.79479,                0.78647,                0.39389,                 0.8995,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     45,                 0.8012,                0.48432,                0.94325,                0.98623,                0.98866,                0.98827,                0.78811,                 0.8119,                0.40259,                0.90338,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     46,                0.78709,                0.48248,                0.94035,                0.98293,                0.98698,                0.98711,                 0.7944,                0.76953,                0.38763,                0.89124,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     47,                0.77324,                0.47932,                0.93596,                0.98305,                0.98677,                0.98714,                0.80172,                0.76867,                0.38291,                0.89176,              5.245e-05,              5.245e-05,              5.245e-05
                     48,                0.77003,                0.47808,                0.92796,                0.97819,                0.98776,                0.98687,                0.79437,                0.76589,                0.38398,                0.89769,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     49,                0.76242,                0.46543,                0.92573,                0.98439,                0.98815,                0.98713,                0.80271,                0.75896,                0.37909,                 0.8909,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     50,                0.75903,                0.46718,                0.93505,                 0.9873,                0.98867,                0.98752,                0.79761,                0.75715,                0.37733,                0.89351,             1.7522e-05,             1.7522e-05,             1.7522e-05
